Generation, Best Fitness, Purple, Light Blue, Pink, Orange, Red, Yellow, Green, Dark Blue, Railroad, Utility, Purple Upgrade, Light Blue Upgrade, Pink Upgrade, Orange Upgrade, Red Upgrade, Yellow Upgrade, Green Upgrade, Dark Blue Upgrade, Railroad Upgrade, Utility Upgrade, Mean Fitness, Median Fitness 
20,213,0.930356429903,0.882773174998,0.197588478429,0.0879320549162,0.941108083304,0.109867500729,0.0996876177985,0.815399434535,0.888172443894,0.985096907453,0.972738194062,0.708421424875,0.989052872817,0.108509847044,0.82962086731,0.944021398595,0.152588219026,0.061333890649,0.3155438718,0.0711255743291,176,154
21,221,0.0912508086933,0.954743063307,0.842464711831,0.933721888839,0.93399913032,0.688973224348,0.0858699050075,0.17721069929,0.966868655143,0.850592043659,0.122315008906,0.930095793563,0.802499548335,0.121526231671,0.0927198947439,0.867954749459,0.988252824494,0.13229963295,0.254160150641,0.186983909703,174,182
22,218,0.886582858132,0.883511632512,0.0284915122395,0.12580685373,0.993483094315,0.325600898518,0.0556278571584,0.939584347123,0.867980569019,0.994010908643,0.960936776439,0.0418540711951,0.0489510953793,0.0845720077221,0.969728103855,0.910544483482,0.891829630929,0.036027661674,0.890216292226,0.165504472287,175,177
23,225,0.995956830096,0.878626365405,0.833576808862,0.861979573588,0.859671849874,0.965986856842,0.435147218348,0.114626935123,0.932308726665,0.850592043659,0.0997394544884,0.140569456025,0.0207559562694,0.932506228993,0.969728103855,0.107257444684,0.840248135375,0.888473152303,0.912791218023,0.685317358882,179,182
24,216,0.930356429903,0.885946924713,0.00733695288622,0.123744501056,0.829219273348,0.106661753916,0.0564158509872,0.114626935123,0.845179090668,0.886599286114,0.836439375206,0.846389728459,0.861387039361,0.102528358466,0.98800321844,0.978785860808,0.458409416045,0.321669998793,0.209650971,0.245389543782,174,176
25,222,0.812855025724,0.187073179746,0.928606824461,0.0657484971833,0.868137072221,0.19587552523,0.0556278571584,0.119935317008,0.847599200338,0.801690729426,0.835452269465,0.846449492257,0.341508605412,0.1375246299,0.107365450324,0.0436288987824,0.812560419538,0.8007420095,0.853708383191,0.400071966637,172,177
26,226,0.989335102698,0.99619300196,0.965528917631,0.975241025696,0.71945259618,0.891047218312,0.0391841067937,0.0512105528246,0.905109258785,0.425065906534,0.985438522362,0.96076545281,0.955051709902,0.0334700207481,0.824368304891,0.958038990715,0.840248135375,0.114942038936,0.872780507146,0.172768495024,177,181
27,213,0.0231403976409,0.736474108342,0.157333592407,0.933721888839,0.941108083304,0.985154855773,0.0858699050075,0.0512105528246,0.932308726665,0.869063982446,0.1769022043,0.905969096337,0.174782434249,0.157840119283,0.935899003004,0.978346161058,0.882162140992,0.797859025311,0.0607409626719,0.15084403687,166,174
28,218,0.930551602112,0.167041843881,0.965528917631,0.975241025696,0.949371337765,0.823008064206,0.00326690347234,0.636126816636,0.905109258785,0.0896522097239,0.237935342845,0.890394382214,0.0635314647387,0.107168359097,0.108097049323,0.457991596925,0.968726826223,0.858652746886,0.130649400998,0.960359545139,179,180
29,218,0.886582858132,0.89419331248,0.457202955697,0.891098645782,0.0900988760428,0.142391238329,0.000708424527632,0.169994783165,0.820513933353,0.922086805975,0.766311648308,0.96801178261,0.463603906371,0.108509847044,0.711463582099,0.194550186886,0.898289194864,0.828978884678,0.430687884455,0.718967032085,176,182
30,229,0.930551602112,0.856890879892,0.994715044604,0.585391480684,0.216795363704,0.137970332953,0.0179579289413,0.117717810147,0.847599200338,0.84805688532,0.811043066266,0.0039595900161,0.877051816021,0.049399867496,0.312517873535,0.194550186886,0.945031547155,0.992881877196,0.226710613719,0.718967032085,175,145
31,216,0.94131161027,0.883511632512,0.0585467744751,0.965023254737,0.823937430163,0.19587552523,0.175069922218,0.18748665105,0.970776125423,0.850592043659,0.891142866967,0.846449492257,0.995166577999,0.157840119283,0.902992115623,0.135721037262,0.0635974567213,0.061333890649,0.907783428878,0.189056368801,174,197
32,220,0.930356429903,0.131253755592,0.159302934359,0.12580685373,0.859671849874,0.117793873147,0.000198227362399,0.169994783165,0.820513933353,0.922086805975,0.972738194062,0.806578404756,0.995327658275,0.800437489906,0.187672375306,0.932524406661,0.952004151334,0.947040016212,0.173798868337,0.718967032085,178,164
33,218,0.886582858132,0.116108848304,0.0500738446366,0.89549915082,0.801563673506,0.708122378976,0.0362497382653,0.186763218302,0.977298959608,0.869063982446,0.960936776439,0.846449492257,0.341508605412,0.991303486539,0.189023812145,0.194550186886,0.968726826223,0.838526430483,0.137656497335,0.815069805313,183,159
34,216,0.907068172466,0.35378672215,0.0284915122395,0.0770578442307,0.801563673506,0.0635043185021,0.149405842215,0.958317472256,0.970776125423,0.2617941232,0.0548404075859,0.0681970596493,0.17497939374,0.860052633261,0.711463582099,0.821677492215,0.812560419538,0.321669998793,0.114313908985,0.193088357903,169,179
35,216,0.930551602112,0.878626365405,0.122009853565,0.975241025696,0.18770874938,0.948579592876,0.149405842215,0.846950877802,0.877770883149,0.425065906534,0.811043066266,0.497666472224,0.955051709902,0.991303486539,0.215853644841,0.910544483482,0.388254327281,0.116632364115,0.912791218023,0.0101732288724,171,199
36,220,0.985773346051,0.860630353319,0.137911541018,0.85487989281,0.71945259618,0.0724397137654,0.0290170022991,0.186763218302,0.977298959608,0.130486718568,0.117093836957,0.82868780269,0.877051816021,0.955366020508,0.0332563717884,0.949519344848,0.0105028536832,0.826965682843,0.281567127224,0.0369329931802,174,161
37,216,0.846376129926,0.883511632512,0.840848750884,0.945890041413,0.801563673506,0.19587552523,0.0858699050075,0.471961221891,0.902834481843,0.994010908643,0.940863388322,0.193795657529,0.877051816021,0.677814552009,0.0176765165075,0.958038990715,0.117460006425,0.8007420095,0.890216292226,0.112939918351,176,163
38,217,0.812855025724,0.187073179746,0.0284915122395,0.983211151559,0.163173116765,0.264361744193,0.130056316679,0.109977030502,0.867980569019,0.0899510809721,0.835452269465,0.39991985974,0.456349401115,0.138945477414,0.994424302657,0.829660589305,0.840248135375,0.858652746886,0.944476734351,0.771443834552,166,187
39,215,0.931012598141,0.885946924713,0.928606824461,0.8848195088,0.82685929556,0.985154855773,0.0794072609799,0.0112672981968,0.877770883149,0.922145937802,0.80564399361,0.841963012541,0.993985869144,0.0936296561655,0.940930233211,0.910544483482,0.891829630929,0.805697775721,0.226710613719,0.0915550800732,180,175
40,228,0.890222267756,0.885946924713,0.840848750884,0.983211151559,0.95569554459,0.713588932624,0.000708424527632,0.127367362319,0.0283251550834,0.668119508627,0.0567641611948,0.831223860549,0.832865002769,0.991303486539,0.957976604812,0.831785809256,0.945031547155,0.637683432472,0.890216292226,0.930455641938,170,162
41,220,0.890222267756,0.885946924713,0.374805720167,0.983211151559,0.95569554459,0.713588932624,0.000708424527632,0.127367362319,0.00561525596843,0.869063982446,0.0567641611948,0.831223860549,0.832865002769,0.991303486539,0.524432586715,0.958038990715,0.849599618559,0.172557714524,0.944476734351,0.158972881642,170,171
42,214,0.930356429903,0.336206812211,0.849014527843,0.844260593838,0.153531403494,0.109867500729,0.069616335174,0.456070617702,0.888172443894,0.731628278777,0.972738194062,0.744028179158,0.330107138861,0.197318154022,0.82962086731,0.949519344848,0.891829630929,0.042687331479,0.209650971,0.685317358882,181,199
43,225,0.986938055452,0.878626365405,0.938819074931,0.844260593838,0.848845205265,0.789624627111,0.0362497382653,0.815399434535,0.533875917168,0.110557546186,0.862910593162,0.162807219457,0.995327658275,0.737828721256,0.201405780869,0.831785809256,0.882162140992,0.941636162279,0.825347323279,0.718967032085,161,166
44,213,0.986938055452,0.878626365405,0.938819074931,0.844260593838,0.848845205265,0.789624627111,0.0362497382653,0.114626935123,0.970133445479,0.962234535499,0.862910593162,0.656711139336,0.995327658275,0.737828721256,0.201405780869,0.831785809256,0.882162140992,0.941636162279,0.430687884455,0.0876174123454,179,194
45,237,0.890222267756,0.996798187152,0.0997059383175,0.0770578442307,0.131011652341,0.948579592876,0.277301931733,0.127367362319,0.877770883149,0.884806772187,0.0567641611948,0.497666472224,0.877051816021,0.0936296561655,0.994424302657,0.259317644364,0.968726826223,0.114942038936,0.885107772547,0.0711255743291,179,194
46,223,0.989335102698,0.99619300196,0.959369873463,0.0770578442307,0.960081093028,0.109867500729,0.192903018369,0.0512105528246,0.970133445479,0.375807904653,0.0496550963002,0.0039595900161,0.0990313590926,0.250417419084,0.299817222503,0.135721037262,0.968726826223,0.791231446132,0.0896031914528,0.0765602352546,181,195
47,214,0.986938055452,0.878626365405,0.509477465942,0.672387709128,0.935787478731,0.00143380012507,0.000792680422233,0.471961221891,0.877770883149,0.817585033805,0.862910593162,0.846389728459,0.661937925006,0.859337191725,0.940930233211,0.829660589305,0.595262244562,0.0383018511738,0.830770507448,0.254471788541,176,194
48,222,0.846376129926,0.883511632512,0.0284915122395,0.0770578442307,0.95569554459,0.0844255868494,0.0179579289413,0.0512105528246,0.838257416494,0.968060527032,0.940863388322,0.708421424875,0.123513837768,0.108509847044,0.881973902192,0.532067231148,0.828587063762,0.858652746886,0.944476734351,0.0765602352546,182,158
49,218,0.886582858132,0.878626365405,0.928606824461,0.111520795277,0.559822008319,0.0595353038916,0.0290170022991,0.21026864444,0.847599200338,0.850592043659,0.960936776439,0.652872114055,0.437552247727,0.108509847044,0.976286854742,0.0748998758133,0.00861441116671,0.042687331479,0.175502257935,0.815069805313,174,150
50,226,0.903513753164,0.878626365405,0.952323260584,0.847185643974,0.949371337765,0.0724397137654,0.000198227362399,0.612183019588,0.847599200338,0.922086805975,0.269377339394,0.708421424875,0.123513837768,0.049399867496,0.154145946384,0.135721037262,0.0635974567213,0.0912373585918,0.960340098223,0.851287856537,174,177
51,217,0.986938055452,0.562256794269,0.0900122335219,0.0770578442307,0.71528032238,0.823008064206,0.0290170022991,0.637122432756,0.877770883149,0.962234535499,0.862910593162,0.846449492257,0.91005444236,0.837996042571,0.0458089881685,0.927421357719,0.850917144218,0.825037043504,0.912791218023,0.0711255743291,173,170
52,227,0.947136073359,0.885946924713,0.663146217045,0.856931235907,0.93399913032,0.19587552523,0.0858699050075,0.988425593967,0.877770883149,0.380710753363,0.115878603565,0.306246185946,0.877051816021,0.907248549356,0.0458089881685,0.831598844966,0.00851059869995,0.858652746886,0.566276534203,0.254471788541,173,166
53,215,0.904220633202,0.95803742196,0.965528917631,0.923784529248,0.993483094315,0.165665826991,0.296139066078,0.471961221891,0.941365417201,0.509144415643,0.000862277516331,0.979121524702,0.661937925006,0.701076914353,0.0176765165075,0.910544483482,0.882162140992,0.042687331479,0.948030556384,0.9142313029,175,191
54,220,0.903513753164,0.96291415039,0.856185590625,0.844260593838,0.338018435195,0.965986856842,0.0715764492068,0.746763842024,0.970776125423,0.888417805878,0.269377339394,0.979121524702,0.661937925006,0.737828721256,0.928416239261,0.867954749459,0.891829630929,0.0795557731277,0.944476734351,0.0876174123454,172,170
55,229,0.903513753164,0.878626365405,0.952323260584,0.847185643974,0.949371337765,0.0421480613124,0.000792680422233,0.471961221891,0.847599200338,0.837531577633,0.269377339394,0.193795657529,0.877051816021,0.049399867496,0.82962086731,0.366405082591,0.34461708726,0.947040016212,0.113306964712,0.371170454424,185,187
56,221,0.890222267756,0.8464430562,0.0489878890233,0.0770578442307,0.880542136929,0.0635043185021,0.277301931733,0.746763842024,0.888172443894,0.74815914954,0.148818605066,0.708421424875,0.598325472031,0.90008686523,0.902992115623,0.910544483482,0.0299661706577,0.172557714524,0.89059807698,0.0501533025811,172,186
57,229,0.939653979044,0.878626365405,0.0868819608231,0.92470738832,0.949371337765,0.182570880862,0.175069922218,0.471961221891,0.977298959608,0.850592043659,0.0335072034389,0.979121524702,0.802499548335,0.170172060348,0.818520746472,0.107257444684,0.592033417801,0.116632364115,0.0587208958383,0.643089761991,180,189
58,226,0.757355590379,0.885946924713,0.0933508816059,0.844795504518,0.754270749036,0.990852177051,0.0858699050075,0.0427164147694,0.905109258785,0.854378431671,0.960936776439,0.0039595900161,0.598325472031,0.859337191725,0.940930233211,0.910544483482,0.954445492687,0.172557714524,0.960340098223,0.685317358882,177,181
59,219,0.986938055452,0.885946924713,0.159302934359,0.679330552971,0.371129008177,0.1254773072,0.0525263355683,0.571333331182,0.970776125423,0.837531577633,0.862910593162,0.36491002431,0.825167251024,0.860052633261,0.183285603522,0.198969397082,0.0299661706577,0.172557714524,0.715713139546,0.144478657113,171,188
60,238,0.930356429903,0.924000873255,0.994715044604,0.0901970531972,0.131011652341,0.0844255868494,0.0506380349021,0.186763218302,0.905109258785,0.261736163062,0.972738194062,0.163740312439,0.802499548335,0.377690524867,0.902992115623,0.195542942978,0.432444563704,0.321669998793,0.0872009891278,0.851287856537,172,175
61,216,0.985773346051,0.958036439062,0.127396809491,0.847185643974,0.464941781138,0.34641895706,0.0525263355683,0.0112672981968,0.970776125423,0.578696605017,0.117093836957,0.36491002431,0.825167251024,0.212936171318,0.935899003004,0.927421357719,0.158460783498,0.321669998793,0.175502257935,0.919249271947,178,198
62,217,0.889516077921,0.998475563345,0.86995248751,0.85487989281,0.211952145877,0.986106560021,0.0858699050075,0.815399434535,0.872914475817,0.994010908643,0.256850953577,0.82868780269,0.708275578254,0.642309376964,0.14542767603,0.949519344848,0.0326689442877,0.883059988567,0.154322842126,0.292825206845,175,196
63,217,0.903513753164,0.96291415039,0.444389590768,0.970172159783,0.829219273348,0.19587552523,0.0290170022991,0.186763218302,0.970776125423,0.888417805878,0.269377339394,0.979121524702,0.661937925006,0.859337191725,0.049070700593,0.978346161058,0.111487144826,0.157173509105,0.0356982661866,0.851287856537,182,191
64,217,0.903513753164,0.142717992262,0.127396809491,0.419522955114,0.880542136929,0.0384455697118,0.175069922218,0.471961221891,0.970776125423,0.994010908643,0.798773901082,0.785309047435,0.0368458539491,0.936292225882,0.49673990068,0.107257444684,0.812560419538,0.991403549973,0.976685005762,0.960359545139,174,157
65,222,0.931012598141,0.882773174998,0.840848750884,0.8848195088,0.941108083304,0.0635043185021,0.0858699050075,0.0587712457968,0.816144863508,0.968060527032,0.261052263138,0.162807219457,0.826550083907,0.527783927957,0.183285603522,0.0564294649826,0.649133014379,0.994153104344,0.154322842126,0.311069405636,184,203
66,224,0.939653979044,0.846905404776,0.159302934359,0.975241025696,0.961893743893,0.19587552523,0.0858699050075,0.127367362319,0.970776125423,0.994010908643,0.982324174478,0.907056472604,0.163502180455,0.213799366795,0.860493570391,0.131195964387,0.158460783498,0.321669998793,0.175502257935,0.919249271947,181,166
67,221,0.386925611987,0.793409388975,0.0868819608231,0.844260593838,0.829219273348,0.117793873147,0.0362497382653,0.910278623996,0.888172443894,0.888417805878,0.982324174478,0.0590044087823,0.817861884351,0.145127229919,0.907887730911,0.910544483482,0.812560419538,0.991403549973,0.944476734351,0.815069805313,166,144
68,221,0.890222267756,0.882773174998,0.959369873463,0.975241025696,0.801563673506,0.919197578727,0.0290170022991,0.0512105528246,0.970776125423,0.872384069944,0.0567641611948,0.679428396932,0.723898256986,0.800437489906,0.154145946384,0.0048905857366,0.276552377225,0.042687331479,0.181527629662,0.398560004277,186,182
69,218,0.989335102698,0.883511632512,0.24260934062,0.0412719634852,0.434216125225,0.117793873147,0.0506380349021,0.805986385455,0.970776125423,0.817585033805,0.0496550963002,0.193795657529,0.401858986511,0.936292225882,0.976286854742,0.105694459876,0.89659839607,0.924421458493,0.419610675554,0.287190356221,176,159
70,214,0.854983766562,0.878626365405,0.0284915122395,0.970172159783,0.961893743893,0.0635043185021,0.0506380349021,0.0410530576051,0.816144863508,0.994010908643,0.144982936813,0.979121524702,0.0124095603713,0.861754602178,0.531346818074,0.131195964387,0.954445492687,0.838526430483,0.154322842126,0.134782317156,181,160
